FoodCode	Main.food.description	2017_2018.FNDDS.At.A.Glance_Foods.and.Beverages	Vidarium.Foodcode.ModCode	ModCode
51106300	Bread, caressed, Puerto Rican style	Yes	No	0
51106310	Bread, caressed, toasted, Puerto Rican style	Yes	No	0
51107010	Bread, French or Vienna	Yes	No	0
51107040	Bread, French or Vienna, toasted	Yes	No	0
51108010	Focaccia, Italian flatbread, plain	Yes	No	0
51108100	Naan, Indian flatbread	Yes	No	0
51109010	Bread, Italian, Grecian, Armenian	Yes	No	0
51109040	Bread, Italian, Grecian, Armenian, toasted	Yes	No	0
51109100	Bread, pita	Yes	No	0
51109110	Bread, pita, toasted	Yes	No	0
51109150	Bread, pita with fruit	Yes	No	0
51109200	Bread, pita with fruit, toasted	Yes	No	0
51111010	Bread, cheese	Yes	No	0
51111040	Bread, cheese, toasted	Yes	No	0
51113010	Bread, cinnamon	Yes	No	0
51113100	Bread, cinnamon, toasted	Yes	No	0
51115010	Bread, cornmeal and molasses	Yes	No	0
51115020	Bread, cornmeal and molasses, toasted	Yes	No	0
51119010	Bread, egg, Challah	Yes	No	0
51119040	Bread, egg, Challah, toasted	Yes	No	0
51121015	Garlic bread, NFS	Yes	No	0
51121025	Garlic bread, from fast food / restaurant	Yes	No	0
51121035	Garlic bread, from frozen	Yes	No	0
51121045	Garlic bread, with parmesan cheese, from fast food / restaurant	Yes	No	0
51121055	Garlic bread, with parmesan cheese, from frozen	Yes	No	0
51121065	Garlic bread, with melted cheese, from fast food / restaurant	Yes	No	0
51121075	Garlic bread, with melted cheese, from frozen	Yes	No	0
51121110	Bread, onion	Yes	No	0
51121120	Bread, onion, toasted	Yes	No	0
51122000	Bread, reduced calorie and/or high fiber, white or NFS	Yes	No	0
51122010	Bread, reduced calorie and/or high fiber, white or NFS, toasted	Yes	No	0
51122100	Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts	Yes	No	0
51122110	Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted	Yes	No	0
51122300	Bread, white, special formula, added fiber	Yes	No	0
51122310	Bread, white, special formula, added fiber, toasted	Yes	No	0
51123010	Bread, high protein	Yes	No	0
51123020	Bread, high protein, toasted	Yes	No	0
51127010	Bread, potato	Yes	No	0
51127020	Bread, potato, toasted	Yes	No	0
51129010	Bread, raisin	Yes	No	0
51129020	Bread, raisin, toasted	Yes	No	0
51130510	Bread, white, low sodium or no salt	Yes	No	0
51130520	Bread, white, low sodium or no salt, toasted	Yes	No	0
51133010	Bread, sour dough	Yes	No	0
51133020	Bread, sour dough, toasted	Yes	No	0
51134000	Bread, sweet potato	Yes	No	0
51134010	Bread, sweet potato, toasted	Yes	No	0
51135000	Bread, vegetable	Yes	No	0
51135010	Bread, vegetable, toasted	Yes	No	0
51136000	Bruschetta	Yes	No	0
51140100	Bread, dough, fried	Yes	No	0
51150000	Roll, white, soft	Yes	No	0
51153000	Roll, white, hard	Yes	No	0
51154010	Roll, white, hot dog bun	Yes	No	0
51154100	Roll, white, hamburger bun	Yes	No	0
51154510	Roll, diet	Yes	No	0
51154550	Roll, egg bread	Yes	No	0
51154600	Roll, cheese	Yes	No	0
51155000	Roll, French or Vienna	Yes	No	0
51156500	Roll, garlic	Yes	No	0
51157000	Roll, white, hoagie, submarine	Yes	No	0
51158100	Roll, Mexican, bolillo	Yes	No	0
51159000	Roll, sour dough	Yes	No	0
51160000	Roll, sweet, no frosting	Yes	No	0
51160100	Roll, sweet, cinnamon bun, no frosting	Yes	No	0
51160110	Roll, sweet, cinnamon bun, frosted	Yes	No	0
51161000	Pan Dulce, with fruit, no frosting	Yes	No	0
51161020	Roll, sweet, with fruit, frosted	Yes	No	0
51161030	Roll, sweet, with fruit, frosted, diet	Yes	No	0
51161050	Roll, sweet, frosted	Yes	No	0
51161250	Pan Dulce, no topping	Yes	No	0
51161270	Pan Dulce, with sugar topping	Yes	No	0
51161280	Pan Dulce, with raisins and icing	Yes	No	0
51165000	Coffee cake, yeast type	Yes	No	0
51166000	Croissant	Yes	No	0
51166100	Croissant, cheese	Yes	No	0
51166200	Croissant, chocolate	Yes	No	0
51166500	Croissant, fruit	Yes	No	0
51167000	Brioche	Yes	No	0
51168000	Bread, Spanish coffee	Yes	No	0
51180010	Bagel	Yes	No	0
51180030	Bagel, with raisins	Yes	No	0
51180080	Bagel, with fruit other than raisins	Yes	No	0
51182010	Bread stuffing	Yes	No	0
51182020	Bread stuffing made with egg	Yes	No	0
51183990	Breadsticks, NFS	Yes	No	0
51184000	Breadsticks, hard, NFS	Yes	No	0
51184100	Breadsticks, hard, reduced sodium	Yes	No	0
51184200	Breadsticks, soft, NFS	Yes	No	0
51184210	Breadsticks, soft, from fast food / restaurant	Yes	No	0
51184220	Breadsticks, soft, from frozen	Yes	No	0
51184230	Breadsticks, soft, with parmesan cheese, from fast food / restaurant	Yes	No	0
51184240	Breadsticks, soft, with parmesan cheese, from frozen	Yes	No	0
51184250	Breadsticks, soft, topped with melted cheese	Yes	No	0
51184260	Breadsticks, soft, stuffed with melted cheese	Yes	No	0
51185000	Croutons	Yes	No	0
51186010	Muffin, English	Yes	No	0
51186100	Muffin, English, with raisins	Yes	No	0
51186130	Muffin, English, cheese	Yes	No	0
51186160	Muffin, English, with fruit other than raisins	Yes	No	0
51187000	Melba toast	Yes	No	0
51187020	Anisette toast	Yes	No	0
51188100	Pannetone	Yes	No	0
51188500	Zwieback toast	Yes	No	0
51300050	Bread, whole grain white	Yes	No	0
51300060	Bread, whole grain white, toasted	Yes	No	0
51300100	Bagel, whole grain white	Yes	No	0
51300110	Bread, whole wheat	Yes	No	0
51300120	Bread, whole wheat, toasted	Yes	No	0
51300140	Bread, whole wheat, made from home recipe or purchased at bakery	Yes	No	0
51300150	Bread, whole wheat, made from home recipe or purchased at bakery, toasted	Yes	No	0
51300175	Bread, chappatti or roti, wheat	Yes	No	0
51300180	Bread, puri, wheat	Yes	No	0
51300185	Bread, paratha, wheat	Yes	No	0
51300210	Bread, whole wheat, with raisins	Yes	No	0
51300220	Bread, whole wheat, with raisins, toasted	Yes	No	0
51300300	Bread, sprouted wheat	Yes	No	0
51300310	Bread, sprouted wheat, toasted	Yes	No	0
51301010	Bread, wheat or cracked wheat	Yes	No	0
51301020	Bread, wheat or cracked wheat, toasted	Yes	No	0
51301040	Bread, wheat or cracked wheat, made from home recipe or purchased at bakery	Yes	No	0
51301050	Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted	Yes	No	0
51301120	Bread, wheat or cracked wheat, with raisins	Yes	No	0
51301130	Bread, wheat or cracked wheat, with raisins, toasted	Yes	No	0
51301510	Bread, wheat or cracked wheat, reduced calorie and/or high fiber	Yes	No	0
51301520	Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted	Yes	No	0
51301540	Bread, French or Vienna, whole wheat	Yes	No	0
51301550	Bread, French or Vienna, whole wheat, toasted	Yes	No	0
51301600	Bread, pita, whole wheat	Yes	No	0
51301610	Bread, pita, whole wheat, toasted	Yes	No	0
51301620	Bread, pita, wheat or cracked wheat	Yes	No	0
51301630	Bread, pita, wheat or cracked wheat, toasted	Yes	No	0
51301700	Bagel, wheat	Yes	No	0
51301750	Bagel, whole wheat	Yes	No	0
51301800	Bagel, wheat, with raisins	Yes	No	0
51301805	Bagel, whole wheat, with raisins	Yes	No	0
51301820	Bagel, wheat, with fruit and nuts	Yes	No	0
51301900	Bagel, wheat bran	Yes	No	0
51302500	Muffin, English, wheat bran	Yes	No	0
51302520	Muffin, English, wheat bran, with raisins	Yes	No	0
51303010	Muffin, English, wheat or cracked wheat	Yes	No	0
51303030	Muffin, English, whole wheat	Yes	No	0
51303050	Muffin, English, wheat or cracked wheat, with raisins	Yes	No	0
51303070	Muffin, English, whole wheat, with raisins	Yes	No	0
51303100	Muffin, English, whole grain white	Yes	No	0
51306000	Breadsticks, hard, whole wheat	Yes	No	0
51320010	Roll, wheat or cracked wheat	Yes	No	0
51320060	Roll, wheat or cracked wheat, hot dog bun	Yes	No	0
51320070	Roll, wheat or cracked wheat, hamburger bun	Yes	No	0
51320500	Roll, whole wheat	Yes	No	0
51320550	Roll, whole wheat, hot dog bun	Yes	No	0
51320560	Roll, whole wheat, hamburger bun	Yes	No	0
51320700	Roll, whole grain white	Yes	No	0
51320710	Roll, whole grain white, hot dog bun	Yes	No	0
51320720	Roll, whole grain white, hamburger bun	Yes	No	0
51401010	Bread, rye	Yes	No	0
51401020	Bread, rye, toasted	Yes	No	0
51401030	Bread, marble rye and pumpernickel	Yes	No	0
51401040	Bread, marble rye and pumpernickel, toasted	Yes	No	0
51401200	Muffin, English, rye	Yes	No	0
51404010	Bread, pumpernickel	Yes	No	0
51404020	Bread, pumpernickel, toasted	Yes	No	0
51404500	Bagel, pumpernickel	Yes	No	0
51404550	Muffin, English, pumpernickel	Yes	No	0
51407010	Bread, black	Yes	No	0
51407020	Bread, black, toasted	Yes	No	0
51420000	Roll, rye	Yes	No	0
51421000	Roll, pumpernickel	Yes	No	0
51501010	Bread, oatmeal	Yes	No	0
51501020	Bread, oatmeal, toasted	Yes	No	0
51501040	Bread, oat bran	Yes	No	0
51501050	Bread, oat bran, toasted	Yes	No	0
51501080	Bagel, oat bran	Yes	No	0
51502010	Roll, oatmeal	Yes	No	0
51503000	Muffin, English, oat bran	Yes	No	0
51503040	Muffin, English, oat bran, with raisins	Yes	No	0
51601010	Bread, multigrain, toasted	Yes	No	0
51601020	Bread, multigrain	Yes	No	0
51601210	Bread, multigrain, with raisins	Yes	No	0
51601220	Bread, multigrain, with raisins, toasted	Yes	No	0
51602010	Bread, multigrain, reduced calorie and/or high fiber	Yes	No	0
51602020	Bread, multigrain, reduced calorie and/or high fiber, toasted	Yes	No	0
51620000	Roll, multigrain	Yes	No	0
51620020	Roll, multigrain, hot dog bun	Yes	No	0
51620030	Roll, multigrain, hamburger bun	Yes	No	0
51630000	Bagel, multigrain	Yes	No	0
51630100	Bagel, multigrain, with raisins	Yes	No	0
51630200	Muffin, English, multigrain	Yes	No	0
51801010	Bread, barley	Yes	No	0
51801020	Bread, barley, toasted	Yes	No	0
51804010	Bread, soy	Yes	No	0
51804020	Bread, soy, toasted	Yes	No	0
51805010	Bread, sunflower meal	Yes	No	0
51805020	Bread, sunflower meal, toasted	Yes	No	0
51806010	Bread, rice	Yes	No	0
51806020	Bread, rice, toasted	Yes	No	0
51807000	Injera, Ethiopian bread	Yes	No	0
51808000	Bread, gluten free	Yes	No	0
51808010	Bread, gluten free, toasted	Yes	No	0
51808050	Breadsticks, hard, gluten free	Yes	No	0
51808100	Roll, gluten free	Yes	No	0
52101000	Biscuit, NFS	Yes	No	0
52101040	Crumpet	Yes	No	0
52101100	Biscuit_baking_powder_or_buttermilk_type_made_from_mix	No	Yes	0
52102040	Biscuit, from refrigerated dough	Yes	No	0
52103000	Biscuit, from fast food / restaurant	Yes	No	0
52104010	Biscuit, home recipe	Yes	No	0
52104040	Biscuit, wheat	Yes	No	0
52104100	Biscuit, cheese	Yes	No	0
52104200	Biscuit with fruit	Yes	No	0
52105100	Scone	Yes	No	0
52105200	Scone, with fruit	Yes	No	0
52201000	Cornbread, prepared from mix	Yes	No	0
52202060	Cornbread, made from home recipe	Yes	No	0
52204000	Cornbread stuffing	Yes	No	0
52206010	Cornbread muffin, stick, round	Yes	No	0
52206060	Cornbread muffin, stick, round, made from home recipe	Yes	No	0
52207010	Corn flour patty or tart, fried	Yes	No	0
52208010	Corn pone, baked	Yes	No	0
52208020	Corn pone, fried	Yes	No	0
52208760	Gordita/sope shell, plain, no filling	Yes	No	0
52209010	Hush puppy	Yes	No	0
52211010	Johnnycake	Yes	No	0
52213010	Spoonbread	Yes	No	0
52215000	Tortilla, NFS	Yes	No	0
52215100	Tortilla, corn	Yes	No	0
52215200	Tortilla, flour	Yes	No	0
52215260	Tortilla, whole wheat	Yes	No	0
52215300	Taco shell, corn	Yes	No	0
52215350	Taco shell, flour	Yes	No	0
52220110	Arepa Dominicana	Yes	No	0
52301000	Muffin, NFS	Yes	No	0
52302010	Muffin, fruit	Yes	No	0
52302020	Muffin, fruit, low fat	Yes	No	0
52302500	Muffin, chocolate chip	Yes	No	0
52302600	Muffin, chocolate	Yes	No	0
52303010	Muffin, whole wheat	Yes	No	0
52303500	Muffin, wheat	Yes	No	0
52304000	Muffin, whole grain	Yes	No	0
52304010	Muffin, wheat bran	Yes	No	0
52304040	Muffin, bran with fruit, lowfat	Yes	No	0
52304100	Muffin, oatmeal	Yes	No	0
52304150	Muffin, oat bran	Yes	No	0
52306010	Muffin, plain	Yes	No	0
52306300	Muffin, cheese	Yes	No	0
52306500	Muffin, pumpkin	Yes	No	0
52306550	Muffin, zucchini	Yes	No	0
52306700	Muffin, carrot	Yes	No	0
52311010	Popover	Yes	No	0
52401000	Bread, Boston Brown	Yes	No	0
52403000	Bread, nut	Yes	No	0
52404060	Bread, pumpkin	Yes	No	0
52405010	Bread, fruit	Yes	No	0
52407000	Bread, zucchini	Yes	No	0
52408000	Bread, Irish soda	Yes	No	0
53100050	Cake batter, raw, chocolate	Yes	No	0
53100070	Cake batter, raw, not chocolate	Yes	No	0
53100100	Cake or cupcake, NS as to type	Yes	No	0
53101100	Cake, angel food, without icing or filling	Yes	No	0
53101200	Cake, angel food, with icing or filling	Yes	No	0
53101250	Cake, angel food, with fruit and icing or filling	Yes	No	0
53102100	Cake or cupcake, applesauce, without icing or filling	Yes	No	0
53102200	Cake or cupcake, applesauce, with icing or filling	Yes	No	0
53102600	Cake or cupcake, banana, without icing or filling	Yes	No	0
53102700	Cake or cupcake, banana, with icing or filling	Yes	No	0
53102800	Cake or cupcake, Black Forest	Yes	No	0
53103000	Cake, Boston cream pie	Yes	No	0
53104100	Cake or cupcake, carrot, without icing or filling	Yes	No	0
53104260	Cake or cupcake, carrot, with icing or filling	Yes	No	0
53104300	Cake, carrot, diet	Yes	No	0
53104400	Cake or cupcake, coconut, with icing or filling	Yes	No	0
53104500	Cheesecake	Yes	No	0
53104550	Cheesecake with fruit	Yes	No	0
53104600	Cheesecake, chocolate	Yes	No	0
53105270	Cake or cupcake, chocolate, devil's food or fudge, with icing or filling	Yes	No	0
53105275	Cake or cupcake, chocolate, devil's food or fudge, without icing or filling	Yes	No	0
53105300	Cake or cupcake, German chocolate, with icing or filling	Yes	No	0
53105500	Cake, chocolate, with icing, diet	Yes	No	0
53106500	Cake, cream, without icing or topping	Yes	No	0
53108200	Snack cake, chocolate, with icing or filling	Yes	No	0
53108220	Snack cake, chocolate, with icing or filling, reduced fat and calories	Yes	No	0
53109200	Snack cake, not chocolate, with icing or filling	Yes	No	0
53109220	Snack cake, not chocolate, with icing or filling, reduced fat and calories	Yes	No	0
53109300	Cake, Dobos Torte	Yes	No	0
53110000	Cake, fruit cake, light or dark, holiday type cake	Yes	No	0
53111000	Cake or cupcake, gingerbread	Yes	No	0
53112100	Ice cream cake	Yes	No	0
53113000	Cake, jelly roll	Yes	No	0
53114000	Cake or cupcake, lemon, without icing or filling	Yes	No	0
53114100	Cake or cupcake, lemon, with icing or filling	Yes	No	0
53115100	Cake or cupcake, marble, without icing or filling	Yes	No	0
53115200	Cake or cupcake, marble, with icing or filling	Yes	No	0
53115310	Cake or cupcake, nut, without icing or filling	Yes	No	0
53115320	Cake or cupcake, nut, with icing or filling	Yes	No	0
53115410	Cake or cupcake, oatmeal	Yes	No	0
53115450	Cake or cupcake, peanut butter	Yes	No	0
53116000	Cake, pound, without icing or filling	Yes	No	0
53116020	Cake, pound, with icing or filling	Yes	No	0
53116270	Cake, pound, chocolate	Yes	No	0
53116350	Cake, pound, Puerto Rican style	Yes	No	0
53116390	Cake, pound, reduced fat, cholesterol free	Yes	No	0
53116500	Cake or cupcake, pumpkin, without icing or filling	Yes	No	0
53116510	Cake or cupcake, pumpkin, with icing or filling	Yes	No	0
53116550	Cake or cupcake, raisin-nut	Yes	No	0
53116570	Cake, Ravani	Yes	No	0
53116600	Cake, rice flour, without icing or filling	Yes	No	0
53116650	Cake, Quezadilla, El Salvadorian style	Yes	No	0
53117100	Cake or cupcake, spice, without icing or filling	Yes	No	0
53117200	Cake or cupcake, spice, with icing or filling	Yes	No	0
53118100	Cake, sponge, without icing or filling	Yes	No	0
53118200	Cake, sponge, with icing or filling	Yes	No	0
53118300	Cake, sponge, chocolate	Yes	No	0
53118410	Rum cake, without icing	Yes	No	0
53118500	Cake, torte	Yes	No	0
53118550	Cake, tres leche	Yes	No	0
53119000	Cake, pineapple, upside down	Yes	No	0
53120270	Cake or cupcake, white, with icing or filling	Yes	No	0
53120275	Cake or cupcake, white, without icing or filling	Yes	No	0
53121270	Cake or cupcake, yellow, with icing or filling	Yes	No	0
53121275	Cake or cupcake, yellow, without icing or filling	Yes	No	0
53122070	Cake, shortcake, biscuit type, with whipped cream and fruit	Yes	No	0
53122080	Cake, shortcake, biscuit type, with fruit	Yes	No	0
53123070	Cake, shortcake, sponge type, with whipped cream and fruit	Yes	No	0
53123080	Cake, shortcake, sponge type, with fruit	Yes	No	0
53123500	Cake, shortcake, with whipped topping and fruit, diet	Yes	No	0
53124110	Cake or cupcake, zucchini	Yes	No	0
53200100	Cookie, batter or dough, raw	Yes	No	0
53201000	Cookie, NFS	Yes	No	0
53202000	Cookie, almond	Yes	No	0
53203000	Cookie, applesauce	Yes	No	0
53203500	Cookie, biscotti	Yes	No	0
53204000	Cookie, brownie, NS as to icing	Yes	No	0
53204010	Cookie, brownie, without icing	Yes	No	0
53204100	Cookie, brownie, with icing or filling	Yes	No	0
53204840	Cookie, brownie, reduced fat, NS as to icing	Yes	No	0
53204860	Cookie, brownie, fat free, NS as to icing	Yes	No	0
53205250	Cookie, butterscotch, brownie	Yes	No	0
53205260	Cookie, bar, with chocolate	Yes	No	0
53206000	Cookie, chocolate chip	Yes	No	0
53206020	Cookie, chocolate chip, made from home recipe or purchased at a bakery	Yes	No	0
53206030	Cookie, chocolate chip, reduced fat	Yes	No	0
53206100	Cookie, chocolate chip sandwich	Yes	No	0
53206500	Cookie, chocolate, made with rice cereal	Yes	No	0
53206550	Cookie, chocolate, made with oatmeal and coconut, no bake	Yes	No	0
53207000	Cookie, chocolate or fudge	Yes	No	0
53207020	Cookie, chocolate or fudge, reduced fat	Yes	No	0
53207050	Cookie, chocolate, with chocolate filling or coating, fat free	Yes	No	0
53208000	Cookie, marshmallow, chocolate-covered	Yes	No	0
53208200	Cookie, marshmallow pie, chocolate covered	Yes	No	0
53209005	Cookie, chocolate, with icing or coating	Yes	No	0
53209010	Cookie, sugar wafer, chocolate-covered	Yes	No	0
53209015	Cookie, chocolate sandwich	Yes	No	0
53209020	Cookie, chocolate sandwich, reduced fat	Yes	No	0
53209100	Cookie, chocolate, sandwich, with extra filling	Yes	No	0
53209500	Cookie, chocolate and vanilla sandwich	Yes	No	0
53210000	Cookie, chocolate wafer	Yes	No	0
53210900	Cookie, graham cracker with chocolate and marshmallow	Yes	No	0
53211000	Cookie bar, with chocolate, nuts, and graham crackers	Yes	No	0
53215500	Cookie, coconut	Yes	No	0
53220000	Cookie, fruit-filled bar	Yes	No	0
53220010	Cookie, fruit-filled bar, fat free	Yes	No	0
53220030	Cookie, fig bar	Yes	No	0
53220040	Cookie, fig bar, fat free	Yes	No	0
53222010	Cookie, fortune	Yes	No	0
53222020	Cookie, cone shell, ice cream type, wafer or cake	Yes	No	0
53223000	Cookie, gingersnaps	Yes	No	0
53223100	Cookie, granola	Yes	No	0
53224000	Cookie, ladyfinger	Yes	No	0
53224250	Cookie, lemon bar	Yes	No	0
53225000	Cookie, macaroon	Yes	No	0
53226000	Cookie, marshmallow, with coconut	Yes	No	0
53226500	Cookie, marshmallow, with rice cereal, no bake	Yes	No	0
53226550	Cookie, marshmallow, with rice cereal and chocolate chips	Yes	No	0
53226600	Cookie, marshmallow and peanut butter, with oat cereal, no bake	Yes	No	0
53228000	Cookie, meringue	Yes	No	0
53230000	Cookie, molasses	Yes	No	0
53231000	Cookie, Lebkuchen	Yes	No	0
53231400	Cookie, multigrain, high fiber	Yes	No	0
53233000	Cookie, oatmeal	Yes	No	0
53233010	Cookie, oatmeal, with raisins	Yes	No	0
53233040	Cookie, oatmeal, reduced fat, NS as to raisins	Yes	No	0
53233050	Cookie, oatmeal sandwich, with creme filling	Yes	No	0
53233060	Cookie, oatmeal, with chocolate chips	Yes	No	0
53233080	Cookie, oatmeal sandwich, with peanut butter and jelly filling	Yes	No	0
53233100	Cookie, oatmeal, with chocolate and peanut butter, no bake	Yes	No	0
53234000	Cookie, peanut butter	Yes	No	0
53234100	Cookie, peanut butter, with chocolate	Yes	No	0
53234250	Cookie, peanut butter with rice cereal, no bake	Yes	No	0
53235000	Cookie, peanut butter sandwich	Yes	No	0
53235500	Cookie, with peanut butter filling, chocolate-coated	Yes	No	0
53235600	Cookie, Pfeffernusse	Yes	No	0
53236000	Cookie, Pizzelle	Yes	No	0
53236100	Cookie, pumpkin	Yes	No	0
53237000	Cookie, raisin	Yes	No	0
53237010	Cookie, raisin sandwich, cream-filled	Yes	No	0
53237500	Cookie, rum ball, no bake	Yes	No	0
53238000	Cookie, sandwich-type, not chocolate or vanilla	Yes	No	0
53239000	Cookie, shortbread	Yes	No	0
53239010	Cookie, shortbread, reduced fat	Yes	No	0
53239050	Cookie, shortbread, with icing or filling	Yes	No	0
53239100	Pocky	Yes	No	0
53240000	Cookie, animal	Yes	No	0
53240010	Cookie, animal, with frosting or icing	Yes	No	0
53241500	Cookie, butter or sugar	Yes	No	0
53241510	Marie biscuit	Yes	No	0
53241600	Cookie, butter or sugar, with fruit and/or nuts	Yes	No	0
53242000	Cookie, sugar wafer	Yes	No	0
53242500	Cookie, toffee bar	Yes	No	0
53243000	Cookie, vanilla sandwich	Yes	No	0
53243010	Cookie, vanilla sandwich, extra filling	Yes	No	0
53243050	Cookie, vanilla sandwich, reduced fat	Yes	No	0
53244010	Cookie, butter or sugar, with chocolate icing or filling	Yes	No	0
53244020	Cookie, butter or sugar, with icing or filling other than chocolate	Yes	No	0
53246000	Cookie, tea, Japanese	Yes	No	0
53247000	Cookie, vanilla wafer	Yes	No	0
53247050	Cookie, vanilla wafer, reduced fat	Yes	No	0
53247500	Cookie, vanilla with caramel, coconut, and chocolate coating	Yes	No	0
53251100	Cookie, rugelach	Yes	No	0
53260030	Cookie, chocolate chip, sugar free	Yes	No	0
53260200	Cookie, oatmeal, sugar free	Yes	No	0
53260300	Cookie, sandwich, sugar free	Yes	No	0
53260400	Cookie, sugar or plain, sugar free	Yes	No	0
53260500	Cookie, sugar wafer, sugar free	Yes	No	0
53260600	Cookie, peanut butter, sugar free	Yes	No	0
53261000	Cookie, gluten free	Yes	No	0
53270100	Cookies, Puerto Rican style	Yes	No	0
53300100	Pie, NFS	Yes	No	0
53300170	Pie, individual size or tart, NFS	Yes	No	0
53300180	Pie, fried, NFS	Yes	No	0
53301000	Pie, apple, two crust	Yes	No	0
53301070	Pie, apple, individual size or tart	Yes	No	0
53301080	Pie, apple, fried pie	Yes	No	0
53301500	Pie, apple, one crust	Yes	No	0
53302000	Pie, apricot, two crust	Yes	No	0
53302070	Pie, apricot, individual size or tart	Yes	No	0
53302080	Pie, apricot, fried pie	Yes	No	0
53303000	Pie, blackberry, two crust	Yes	No	0
53303070	Pie, blackberry, individual size or tart	Yes	No	0
53303500	"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust"	Yes	No	0
53303510	"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust"	Yes	No	0
53303570	Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart	Yes	No	0
53304000	Pie, blueberry, two crust	Yes	No	0
53304070	Pie, blueberry, individual size or tart	Yes	No	0
53305000	Pie, cherry, two crust	Yes	No	0
53305010	Pie, cherry, one crust	Yes	No	0
53305070	Pie, cherry, individual size or tart	Yes	No	0
53305080	Pie, cherry, fried pie	Yes	No	0
53305700	Pie, lemon, not cream or meringue	Yes	No	0
53305720	Pie, lemon, not cream or meringue, individual size or tart	Yes	No	0
53305750	Pie, lemon, fried pie	Yes	No	0
53306000	Pie, mince, two crust	Yes	No	0
53307000	Pie, peach, two crust	Yes	No	0
53307050	Pie, peach, one crust	Yes	No	0
53307070	Pie, peach, individual size or tart	Yes	No	0
53307080	Pie, peach, fried pie	Yes	No	0
53307500	Pie, pear, two crust	Yes	No	0
53307570	Pie, pear, individual size or tart	Yes	No	0
53308000	Pie, pineapple, two crust	Yes	No	0
53308070	Pie, pineapple, individual size or tart	Yes	No	0
53309000	Pie, raisin, two crust	Yes	No	0
53309070	Pie, raisin, individual size or tart	Yes	No	0
53310000	Pie, raspberry, one crust	Yes	No	0
53310050	Pie, raspberry, two crust	Yes	No	0
53311000	Pie, rhubarb, two crust	Yes	No	0
53312000	Pie, strawberry, one crust	Yes	No	0
53313000	Pie, strawberry-rhubarb, two crust	Yes	No	0
53314000	Pie, strawberry, individual size or tart	Yes	No	0
53340000	Pie, apple-sour cream	Yes	No	0
53340500	Pie, cherry, made with cream cheese and sour cream	Yes	No	0
53341000	Pie, banana cream	Yes	No	0
53341070	Pie, banana cream, individual size or tart	Yes	No	0
53341500	Pie, buttermilk	Yes	No	0
53341750	Pie, chess	Yes	No	0
53342000	Pie, chocolate cream	Yes	No	0
53342070	Pie, chocolate cream, individual size or tart	Yes	No	0
53343000	Pie, coconut cream	Yes	No	0
53343070	Pie, coconut cream, individual size or tart	Yes	No	0
53344000	Pie, custard	Yes	No	0
53344070	Pie, custard, individual size or tart	Yes	No	0
53344200	Mixed fruit tart filled with custard or cream cheese	Yes	No	0
53344300	Dessert pizza	Yes	No	0
53345000	Pie, lemon cream	Yes	No	0
53345070	Pie, lemon cream, individual size or tart	Yes	No	0
53346000	Pie, peanut butter cream	Yes	No	0
53346500	Pie, pineapple cream	Yes	No	0
53347000	Pie, pumpkin	Yes	No	0
53347070	Pie, pumpkin, individual size or tart	Yes	No	0
53347500	Pie, sour cream, raisin	Yes	No	0
53347600	Pie, squash	Yes	No	0
53348000	Pie, strawberry cream	Yes	No	0
53348070	Pie, strawberry cream, individual size or tart	Yes	No	0
53360000	Pie, sweet potato	Yes	No	0
53365000	Pie, vanilla cream	Yes	No	0
53370000	Pie, chiffon, not chocolate	Yes	No	0
53371000	Pie, chiffon, chocolate	Yes	No	0
53373000	Pie, black bottom	Yes	No	0
53381000	Pie, lemon meringue	Yes	No	0
53381070	Pie, lemon meringue, individual size or tart	Yes	No	0
53382000	Pie, chocolate-marshmallow	Yes	No	0
53385000	Pie, pecan	Yes	No	0
53385070	Pie, pecan, individual size or tart	Yes	No	0
53385500	Pie, oatmeal	Yes	No	0
53386000	Pie, pudding, flavors other than chocolate	Yes	No	0
53387000	Pie, Toll house chocolate chip	Yes	No	0
53390000	Pie, shoo-fly	Yes	No	0
53390100	Pie, tofu with fruit	Yes	No	0
53391000	Pie shell	Yes	No	0
53391100	Pie shell, graham cracker	Yes	No	0
53391150	Pie shell, chocolate wafer	Yes	No	0
53391200	Vanilla wafer dessert base	Yes	No	0
53400200	Blintz, cheese-filled	Yes	No	0
53400300	Blintz, fruit-filled	Yes	No	0
53410100	Cobbler, apple	Yes	No	0
53410200	Cobbler, apricot	Yes	No	0
53410300	Cobbler, berry	Yes	No	0
53410500	Cobbler, cherry	Yes	No	0
53410800	Cobbler, peach	Yes	No	0
53410850	Cobbler, pear	Yes	No	0
53410880	Cobbler, plum	Yes	No	0
53410900	Cobbler, rhubarb	Yes	No	0
53415100	Crisp, apple, apple dessert	Yes	No	0
53415120	Fritter, apple	Yes	No	0
53415200	Fritter, banana	Yes	No	0
53415220	Fritter, berry	Yes	No	0
