FoodID	taxonomy	Main.food.description
75510010.0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;L5_;Olives_green	Olives green
75511010.0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;L5_;Hot_pepper_sauce	Hot pepper sauce
75607000.0	L1_Vegetables;L2_Other_vegetables;L3_Vegetable_soups;L4_Vegetable_soups;L5_Mushroom;Mushroom_soup_NFS	Mushroom soup NFS
75607020.0	L1_Vegetables;L2_Other_vegetables;L3_Vegetable_soups;L4_Vegetable_soups;L5_Mushroom;Mushroom_soup_cream_of_prepared_with_water	Mushroom soup cream of prepared with water
75649050.0	L1_Vegetables;L2_Other_vegetables;L3_Vegetable_soups;L4_Vegetable_soup;L5_;Vegetable_soup_made_from_dry_mix	Vegetable soup made from dry mix
75649110.0	L1_Vegetables;L2_Other_vegetables;L3_Vegetable_soups;L4_Vegetable_soup;L5_;Vegetable_soup_home_recipe	Vegetable soup home recipe
77230210.0	L1_Vegetables;L2_Vegetables_with_meat_poultry_fish;L3_Puerto_Rican_starchy_vegetable_viandas_mixtures;L4_;L5_;Cassava_Pasteles_Puerto_Rican_style	Cassava Pasteles Puerto Rican style
77272010.0	L1_Vegetables;L2_Vegetables_with_meat_poultry_fish;L3_Puerto_Rican_starchy_vegetable_viandas_mixtures;L4_;L5_;Puerto_Rican_pasteles	Puerto Rican pasteles
91101010.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Sugars_and_sugarsugar_substitute_blends;L4_Sugars_and_sugarsugar_substitute_blends;L5_Sugar_white;Sugar_white_granulated_or_lump	Sugar white granulated or lump
91102010.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Sugars_and_sugarsugar_substitute_blends;L4_Sugars_and_sugarsugar_substitute_blends;L5_Sugar_brown;Sugar_brown	Sugar brown
91106010.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Sugars_and_sugarsugar_substitute_blends;L4_Sugars_and_sugarsugar_substitute_blends;L5_Aspartame_sugar_substitute;Sugar_substitute_and_sugar_blend	Sugar substitute and sugar blend
91300010.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_Syrups_honey_molasses;L5_Pancake_syrup;Syrup_NFS	Syrup NFS
91302020.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_Syrups_honey_molasses;L5_Honey;Agave_liquid_sweetener	Agave liquid sweetener
91304010.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_Syrups_honey_molasses;L5_Toppings;Topping_butterscotch_or_caramel	Topping butterscotch or caramel
91306020.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_Syrups_honey_molasses;L5_;Caramel_dip_regular	Caramel dip regular
91401000.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_Jellies_jams_preserves;L5_Jelly;Jelly_all_flavors	Jelly all flavors
91404000.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_Jellies_jams_preserves;L5_Marmalade;Marmalade_all_flavors	Marmalade all flavors
91405000.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_Jellies_jams_preserves;L5_Jelly_reduced_sugar;Jelly_sugar_free_all_flavors	Jelly sugar free all flavors
91407100.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_Jellies_jams_preserves;L5_Pastes;Guava_paste	Guava paste
91700010.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Candy_NFS;Candy_NFS	Candy NFS
91705010.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Milk_or_white_chocolate;Milk_chocolate_candy_plain	Milk chocolate candy plain
91705070.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Milk_or_white_chocolate;Chocolate_milk_with_peanuts	Chocolate milk with peanuts
91706400.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Coconut_candy;Coconut_candy_Puerto_Rican_style	Coconut candy Puerto Rican style
91708000.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Fruit_candy;Fruit_peel_candied	Fruit peel candied
91723000.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Marshmallow;Marshmallow	Marshmallow
91745010.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Hard_candy;Gumdrops	Gumdrops
91746100.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Chocolate_candy;M_M_s_Milk_Chocolate_Candies	M M s Milk Chocolate Candies
91770000.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Low_sugar_candy;L5_;Dietetic_or_low_calorie_candy_NFS	Dietetic or low calorie candy NFS
91800100.0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Chewing_gums;L4_;L5_;Chewing_gum_NFS	Chewing gum NFS
92101000.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Coffee;L5_Coffee_from_ground;Coffee_brewed	Coffee brewed
92103000.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Coffee;L5_Coffee_from_powdered;Coffee_instant_reconstituted	Coffee instant reconstituted
92111000.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Coffee_decaffeinated;L5_;Coffee_NS_as_to_brewed_or_instant_decaffeinated	Coffee NS as to brewed or instant decaffeinated
92111010.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Coffee_decaffeinated;L5_;Coffee_brewed_decaffeinated	Coffee brewed decaffeinated
92114000.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Coffee_decaffeinated;L5_;Coffee_instant_decaffeinated_reconstituted	Coffee instant decaffeinated reconstituted
92161000.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Cappuccino;L5_;Coffee_Cappuccino	Coffee Cappuccino
92306100.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Tea;L4_Tea;L5_Tea_herbal;Corn_beverage	Corn beverage
92306700.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Tea;L4_Tea;L5_Tea_herbal;Tea_hot_chamomile	Tea hot chamomile
92307500.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Tea;L4_Tea;L5_Tea_powdered_or_tea_and_lemonade;Iced_Tea_Lemonade_juice_drink	Iced Tea Lemonade juice drink
92307510.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Tea;L4_Tea;L5_Tea_powdered_or_tea_and_lemonade;Iced_Tea_Lemonade_juice_drink_light	Iced Tea Lemonade juice drink light
92307520.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Tea;L4_Tea;L5_Tea_powdered_or_tea_and_lemonade;Iced_Tea_Lemonade_juice_drink_diet	Iced Tea Lemonade juice drink diet
92400000.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Soft_drink_NS;L5_;Soft_drink_NFS	Soft drink NFS
92410310.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Carbonated_soft_drinks;L5_;Soft_drink_cola	Soft drink cola
92410320.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Carbonated_soft_drinks;L5_;Soft_drink_cola_diet	Soft drink cola diet
92410520.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Carbonated_soft_drinks;L5_;Soft_drink_fruit_flavored_diet_caffeine_free	Soft drink fruit flavored diet caffeine free
92410610.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Carbonated_soft_drinks;L5_;Soft_drink_ginger_ale	Soft drink ginger ale
92511250.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Fruit_drinks;L4_Fruit_juice_drinks_and_fruitflavored_drinks;L5_;Fruit_juice_beverage_40_50_juice_citrus	Fruit juice beverage 40 50 juice citrus
92530410.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Fruit_drinks;L4_Fruit_juice_drinks_and_fruit_flavored_drinks_with_high_vitamin_C;L5_;Fruit_flavored_drink_with_high_vitamin_C	Fruit flavored drink with high vitamin C
92542000.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Fruit_drinks;L4_Fruit_flavored_drinks_made_from_powdered_mix;L5_;Fruit_flavored_drink_with_high_vitamin_C_powdered_reconstituted	Fruit flavored drink with high vitamin C powdered reconstituted
92552000.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Fruit_drinks;L4_Fruit_juice_drinks_and_fruit_flavored_drinks_low_calorie;L5_;Fruit_flavored_drink_with_high_vitamin_C_powdered_reconstituted_diet	Fruit flavored drink with high vitamin C powdered reconstituted diet
92611010.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Beverages_nonfruit;L4_;L5_;Oatmeal_beverage_with_water	Oatmeal beverage with water
92611100.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Beverages_nonfruit;L4_;L5_;Oatmeal_beverage_with_milk	Oatmeal beverage with milk
92612010.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Beverages_nonfruit;L4_;L5_;Sugar_cane_beverage	Sugar cane beverage
92803000.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Nonalcoholic_beers_wines_cocktails;L4_;L5_;Nonalcoholic_malt_beverage	Nonalcoholic malt beverage
92900300.0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Beverage_concentrates_dry_not_reconstituted;L4_;L5_;Sports_drink_dry_concentrate_not_reconstituted	Sports drink dry concentrate not reconstituted
93101000.0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Beers_and_ales;L4_;L5_;Beer	Beer
93102000.0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Beers_and_ales;L4_;L5_;Beer_light	Beer light
93401010.0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Wines;L4_;L5_;Wine_table_red	Wine table red
93401020.0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Wines;L4_;L5_;Wine_table_white	Wine table white
95103000.0	L1_Sugars_Sweets_and_Beverages;L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;L3_Nutrition_drinks;L4_;L5_;Nutritional_drink_or_shake_ready_to_drink_Ensure_	Nutritional drink or shake ready to drink Ensure 
95201010.0	L1_Sugars_Sweets_and_Beverages;L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;L3_Nutrition_powders;L4_;L5_;Nutritional_powder_mix_sugar_free_Carnation_Instant_Breakfast_	Nutritional powder mix sugar free Carnation Instant Breakfast 
95201700.0	L1_Sugars_Sweets_and_Beverages;L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;L3_Nutrition_powders;L4_;L5_;Nutritional_powder_mix_Kellogg_s_Special_K20_Protein_Water_	Nutritional powder mix Kellogg s Special K20 Protein Water 
95220010.0	L1_Sugars_Sweets_and_Beverages;L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;L3_Nutrition_powders;L4_;L5_;Nutritional_powder_mix_high_protein_NFS	Nutritional powder mix high protein NFS
95311000.0	L1_Sugars_Sweets_and_Beverages;L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;L3_;L4_Energy_drinks;L5_;Energy_Drink	Energy Drink
